plate,longitude,latitude,time,status
3,114.102402,22.552549,2016-07-04 00:00:06,0
4,114.173569,22.562033,2016-07-04 00:00:07,0
0,114.058952,22.522118,2016-07-04 00:00:02,0
2,113.848366,22.739918,2016-07-04 00:00:04,0
2,113.848366,22.739918,2016-07-04 00:00:05,0
2,113.848366,22.739918,2016-07-04 00:00:06,0
2,113.848366,22.739918,2016-07-04 00:00:07,0
1,114.061798,22.571199,2016-07-04 00:00:06,1
0,114.05898300000001,22.521867999999998,2016-07-04 00:00:12,0
2,113.848366,22.739901,2016-07-04 00:00:16,0
2,113.848366,22.739901,2016-07-04 00:00:17,0
2,113.848366,22.739901,2016-07-04 00:00:18,0
2,113.848366,22.739901,2016-07-04 00:00:19,0
1,114.06093600000001,22.571182,2016-07-04 00:00:19,1
0,114.05898300000001,22.521867999999998,2016-07-04 00:00:22,0
4,114.173569,22.562033,2016-07-04 00:00:22,0
3,114.102402,22.552549,2016-07-04 00:00:26,0
2,113.848335,22.739834,2016-07-04 00:00:29,0
2,113.848335,22.739834,2016-07-04 00:00:30,0
2,113.848335,22.739834,2016-07-04 00:00:31,0
2,113.848335,22.739834,2016-07-04 00:00:32,0
1,114.059715,22.571133,2016-07-04 00:00:32,1
4,114.173569,22.562033,2016-07-04 00:00:37,0
2,113.847847,22.739283,2016-07-04 00:00:43,0
2,113.847847,22.739283,2016-07-04 00:00:44,0
2,113.847847,22.739283,2016-07-04 00:00:45,0
2,113.847847,22.739283,2016-07-04 00:00:46,0
3,114.102402,22.552549,2016-07-04 00:00:46,0
1,114.058784,22.571082999999998,2016-07-04 00:00:45,1
4,114.173569,22.562033,2016-07-04 00:00:52,0
1,114.058784,22.571082999999998,2016-07-04 00:00:54,1
2,113.847168,22.739401,2016-07-04 00:00:56,0
2,113.847168,22.739401,2016-07-04 00:00:57,0
2,113.847168,22.739401,2016-07-04 00:00:58,0
2,113.847168,22.739401,2016-07-04 00:00:59,0
3,114.102402,22.552549,2016-07-04 00:01:06,0
1,114.05868500000001,22.5711,2016-07-04 00:01:07,1
4,114.173569,22.562033,2016-07-04 00:01:07,0
2,113.846832,22.739416000000002,2016-07-04 00:01:09,0
2,113.846832,22.739416000000002,2016-07-04 00:01:10,0
2,113.846832,22.739416000000002,2016-07-04 00:01:11,0
2,113.846832,22.739416000000002,2016-07-04 00:01:12,0
0,114.058884,22.520367,2016-07-04 00:01:02,0
0,114.058769,22.520018,2016-07-04 00:01:12,0
1,114.058632,22.5711,2016-07-04 00:01:20,1
0,114.057899,22.519517999999998,2016-07-04 00:01:22,0
4,114.173569,22.562033,2016-07-04 00:01:22,0
2,113.84663400000001,22.739367,2016-07-04 00:01:23,0
2,113.84663400000001,22.739367,2016-07-04 00:01:24,0
2,113.84663400000001,22.739367,2016-07-04 00:01:25,0
2,113.84663400000001,22.739367,2016-07-04 00:01:26,0
3,114.102402,22.552549,2016-07-04 00:01:26,0
0,114.060616,22.520849,2016-07-04 00:08:30,0
2,113.84416999999999,22.738501,2016-07-04 00:08:34,0
2,113.84416999999999,22.738501,2016-07-04 00:08:35,0
2,113.84416999999999,22.738501,2016-07-04 00:08:36,0
2,113.84416999999999,22.738501,2016-07-04 00:08:37,0
1,114.05413100000001,22.56955,2016-07-04 00:08:38,0
4,114.16548200000001,22.569851,2016-07-04 00:08:38,0
3,114.099915,22.55195,2016-07-04 00:08:39,1
0,114.060783,22.520982999999998,2016-07-04 00:08:39,0
2,113.843399,22.738182000000002,2016-07-04 00:08:48,0
2,113.843399,22.738182000000002,2016-07-04 00:08:49,0
2,113.843399,22.738182000000002,2016-07-04 00:08:50,0
2,113.843399,22.738182000000002,2016-07-04 00:08:51,0
0,114.060783,22.520982999999998,2016-07-04 00:08:49,0
1,114.054115,22.56875,2016-07-04 00:08:51,0
4,114.16548200000001,22.569,2016-07-04 00:08:52,0
3,114.099915,22.55195,2016-07-04 00:08:59,1
0,114.060783,22.520982999999998,2016-07-04 00:08:59,0
2,113.842918,22.737682,2016-07-04 00:09:01,0
2,113.842918,22.737682,2016-07-04 00:09:02,0
2,113.842918,22.737682,2016-07-04 00:09:03,0
2,113.842918,22.737682,2016-07-04 00:09:04,0
1,114.054115,22.568001000000002,2016-07-04 00:09:04,0
4,114.165497,22.568282999999997,2016-07-04 00:09:07,0
0,114.060883,22.521,2016-07-04 00:09:09,0
2,113.842697,22.737284,2016-07-04 00:09:14,0
2,113.842697,22.737284,2016-07-04 00:09:15,0
2,113.842697,22.737284,2016-07-04 00:09:16,0
2,113.842697,22.737284,2016-07-04 00:09:17,0
1,114.054153,22.567284,2016-07-04 00:09:17,0
3,114.099915,22.55195,2016-07-04 00:09:19,1
0,114.06158400000001,22.521433,2016-07-04 00:09:19,0
4,114.165497,22.567284,2016-07-04 00:09:23,0
2,113.84266699999999,22.737017,2016-07-04 00:09:27,0
2,113.84266699999999,22.737017,2016-07-04 00:09:28,0
2,113.84266699999999,22.737017,2016-07-04 00:09:29,0
2,113.84266699999999,22.737017,2016-07-04 00:09:30,0
0,114.06244699999999,22.522417,2016-07-04 00:09:29,0
1,114.05466499999999,22.567332999999998,2016-07-04 00:09:30,0
3,114.099915,22.55195,2016-07-04 00:09:39,1
0,114.06308,22.52375,2016-07-04 00:09:39,0
4,114.16538200000001,22.566833,2016-07-04 00:09:38,0
2,113.84266699999999,22.736851,2016-07-04 00:09:40,0
2,113.84266699999999,22.736851,2016-07-04 00:09:41,0
2,113.84266699999999,22.736851,2016-07-04 00:09:42,0
2,113.84266699999999,22.736851,2016-07-04 00:09:43,0
1,114.05563400000001,22.567867,2016-07-04 00:09:43,0
1,114.056198,22.568132000000002,2016-07-04 00:09:51,0
4,114.16439799999999,22.566816,2016-07-04 00:09:53,0
2,113.84272,22.736549,2016-07-04 00:09:53,0
2,113.84272,22.736549,2016-07-04 00:09:54,0
2,113.84272,22.736549,2016-07-04 00:09:55,0
2,113.84272,22.736549,2016-07-04 00:09:56,0
0,114.063271,22.525066,2016-07-04 00:09:49,0
3,114.09971599999999,22.551916000000002,2016-07-04 00:09:59,1
0,114.063286,22.5257,2016-07-04 00:09:59,0
1,114.057098,22.568666,2016-07-04 00:10:04,0
