plate,longitude,latitude,time,status
2,113.97197,22.624567000000003,2016-07-07 00:00:00,0
4,114.06833600000002,22.523617,2016-07-07 00:00:03,0
0,113.95466599999999,22.535183,2016-07-07 00:00:09,1
1,114.132446,22.562717000000003,2016-07-07 00:00:12,1
2,113.971947,22.624468,2016-07-07 00:00:14,0
3,114.136902,22.566799,2016-07-07 00:00:15,1
4,114.06851999999999,22.524,2016-07-07 00:00:18,0
0,113.956818,22.534917999999998,2016-07-07 00:00:19,1
1,114.131119,22.561982999999998,2016-07-07 00:00:25,1
2,113.97193100000001,22.624468,2016-07-07 00:00:26,0
0,113.95846599999999,22.534682999999998,2016-07-07 00:00:29,1
4,114.06851999999999,22.524,2016-07-07 00:00:33,0
3,114.136086,22.56695,2016-07-07 00:00:35,1
2,113.971901,22.624416,2016-07-07 00:00:40,0
1,114.128853,22.561216,2016-07-07 00:00:42,1
1,114.12838,22.560984,2016-07-07 00:00:45,1
4,114.06851999999999,22.524,2016-07-07 00:00:48,0
0,113.96048,22.534166,2016-07-07 00:00:49,1
2,113.97187,22.624434,2016-07-07 00:00:53,0
1,114.127602,22.560534,2016-07-07 00:00:54,1
3,114.134697,22.56535,2016-07-07 00:00:55,1
0,113.96133400000001,22.533832999999998,2016-07-07 00:00:59,1
4,114.06851999999999,22.524,2016-07-07 00:01:03,0
2,113.972153,22.62455,2016-07-07 00:01:05,0
1,114.125999,22.559767,2016-07-07 00:01:07,1
0,113.961868,22.539167000000003,2016-07-07 00:07:50,1
4,114.0672,22.5261,2016-07-07 00:07:25,1
4,114.06804699999999,22.528382999999998,2016-07-07 00:07:40,1
4,114.06833600000002,22.53105,2016-07-07 00:07:55,1
2,113.977921,22.615067,2016-07-07 00:07:52,1
0,113.961929,22.5392,2016-07-07 00:08:00,1
1,114.11261699999999,22.547016,2016-07-07 00:08:03,0
2,113.97851599999998,22.613716,2016-07-07 00:08:05,1
3,114.116615,22.547933999999998,2016-07-07 00:08:08,1
4,114.068748,22.532882999999998,2016-07-07 00:08:10,1
0,113.961983,22.53985,2016-07-07 00:08:10,1
1,114.11226699999999,22.54665,2016-07-07 00:08:16,0
2,113.979897,22.612382999999998,2016-07-07 00:08:18,1
0,113.961998,22.5408,2016-07-07 00:08:20,1
4,114.069153,22.532833,2016-07-07 00:08:25,1
3,114.11673,22.546432,2016-07-07 00:08:28,1
1,114.11201499999999,22.546633,2016-07-07 00:08:29,0
2,113.98037,22.611567,2016-07-07 00:08:26,1
0,113.9618,22.541651,2016-07-07 00:08:30,1
4,114.069153,22.532833,2016-07-07 00:08:40,1
2,113.98076599999999,22.609966,2016-07-07 00:08:39,1
0,113.961998,22.542101000000002,2016-07-07 00:08:40,1
1,114.11116799999999,22.546583,2016-07-07 00:08:42,0
3,114.114281,22.5459,2016-07-07 00:08:48,1
1,114.110802,22.5467,2016-07-07 00:08:50,0
0,113.96296699999999,22.541901,2016-07-07 00:08:50,1
2,113.98131599999999,22.60815,2016-07-07 00:08:52,1
4,114.069199,22.532017,2016-07-07 00:08:55,1
0,113.96309699999999,22.541901,2016-07-07 00:09:00,1
1,114.11073300000001,22.547667,2016-07-07 00:09:03,0
2,113.98175,22.606684,2016-07-07 00:09:05,1
3,114.113968,22.545834,2016-07-07 00:09:08,1
4,114.069,22.531967,2016-07-07 00:09:10,1
0,113.96316499999999,22.541901,2016-07-07 00:09:10,1
1,114.11150400000001,22.547716,2016-07-07 00:09:16,0
2,113.983002,22.605499,2016-07-07 00:09:18,1
0,113.963852,22.541651,2016-07-07 00:09:20,1
1,114.1119,22.547716,2016-07-07 00:09:24,0
4,114.068497,22.531967,2016-07-07 00:09:25,1
3,114.11116799999999,22.545433,2016-07-07 00:09:28,1
0,113.96493500000001,22.541283,2016-07-07 00:09:30,1
2,113.98449699999999,22.605267,2016-07-07 00:09:31,1
1,114.11241899999999,22.547617000000002,2016-07-07 00:09:37,0
4,114.06821399999998,22.53195,2016-07-07 00:09:40,1
0,113.96648400000001,22.540733,2016-07-07 00:09:40,1
2,113.986053,22.606567000000002,2016-07-07 00:09:44,1
