plate,longitude,latitude,time,status
1,114.125099,22.559366,2016-07-06 00:08:54,1
3,114.10376699999999,22.549049,2016-07-06 00:08:56,1
2,114.025833,22.616449,2016-07-06 00:08:57,1
4,114.133652,22.549032,2016-07-06 00:09:00,0
1,114.12508400000002,22.559366,2016-07-06 00:09:02,1
2,114.0261,22.616617,2016-07-06 00:09:11,1
4,114.134033,22.549049,2016-07-06 00:09:15,0
3,114.102333,22.548482999999997,2016-07-06 00:09:16,1
1,114.12508400000002,22.559366,2016-07-06 00:09:23,1
1,114.12508400000002,22.559366,2016-07-06 00:09:24,1
2,114.02633700000001,22.617082999999997,2016-07-06 00:09:24,1
4,114.135117,22.549267,2016-07-06 00:09:30,0
3,114.102203,22.547951,2016-07-06 00:09:36,1
1,114.12523700000001,22.5592,2016-07-06 00:09:36,1
2,114.02541399999998,22.6185,2016-07-06 00:09:37,1
4,114.136467,22.549432999999997,2016-07-06 00:09:45,0
1,114.12635,22.559767,2016-07-06 00:09:49,1
2,114.024879,22.619949,2016-07-06 00:09:50,1
3,114.102402,22.546417,2016-07-06 00:09:56,1
1,114.128166,22.560782999999997,2016-07-06 00:10:02,1
4,114.13681799999999,22.548817,2016-07-06 00:10:00,0
2,114.024597,22.621317,2016-07-06 00:10:02,1
1,114.129951,22.561483,2016-07-06 00:10:15,1
4,114.136269,22.549316,2016-07-06 00:10:15,0
3,114.10298200000001,22.545532,2016-07-06 00:10:16,1
2,114.02433,22.62295,2016-07-06 00:10:16,1
1,114.131317,22.561916,2016-07-06 00:10:28,1
4,114.13688700000002,22.550301,2016-07-06 00:10:30,0
3,114.102066,22.545134,2016-07-06 00:10:36,1
0,114.090981,22.551718,2016-07-06 00:10:35,0
2,114.024185,22.6236,2016-07-06 00:10:37,1
0,114.090965,22.551617,2016-07-06 00:10:37,0
0,114.090965,22.551468,2016-07-06 00:10:39,0
1,114.131348,22.561916,2016-07-06 00:10:41,1
4,114.13787099999999,22.551648999999998,2016-07-06 00:10:45,0
0,114.09093500000002,22.550583,2016-07-06 00:10:49,0
2,114.02417,22.624468,2016-07-06 00:10:50,1
1,114.131371,22.561934,2016-07-06 00:10:54,1
3,114.10158500000001,22.5439,2016-07-06 00:10:56,1
0,114.09093500000002,22.549534,2016-07-06 00:10:59,0
4,114.138733,22.552782,2016-07-06 00:11:00,0
1,114.13216399999999,22.561532999999997,2016-07-06 00:11:07,1
0,114.090286,22.549267,2016-07-06 00:11:09,0
2,114.02411699999999,22.626583,2016-07-06 00:11:11,1
4,114.13908400000001,22.553383,2016-07-06 00:11:15,0
3,114.09983100000001,22.543582999999998,2016-07-06 00:11:16,1
1,114.13321699999999,22.560467000000003,2016-07-06 00:11:20,1
0,114.08928700000001,22.54925,2016-07-06 00:11:19,0
1,114.13382,22.559851000000002,2016-07-06 00:11:28,1
0,114.088219,22.549232,2016-07-06 00:11:29,0
4,114.139381,22.553984,2016-07-06 00:11:30,0
