plate,longitude,latitude,time,status
3,113.98831899999999,22.541384,2016-07-03 00:00:02,0
4,113.80913500000001,22.625282000000002,2016-07-03 00:00:02,1
1,114.120598,22.542133,2016-07-03 00:00:03,1
0,114.047302,22.537399,2016-07-03 00:00:09,1
1,114.120621,22.542133,2016-07-03 00:00:11,1
2,114.05443600000001,22.609333,2016-07-03 00:00:12,0
4,113.807686,22.624451,2016-07-03 00:00:17,1
0,114.047302,22.537382,2016-07-03 00:00:22,1
3,113.98831899999999,22.541384,2016-07-03 00:00:22,0
1,114.120621,22.54215,2016-07-03 00:00:24,1
2,114.05416899999999,22.608368,2016-07-03 00:00:24,0
0,114.047302,22.537382,2016-07-03 00:00:29,1
4,113.806618,22.623783,2016-07-03 00:00:32,1
1,114.120598,22.542168,2016-07-03 00:00:37,1
0,114.047302,22.537382,2016-07-03 00:00:39,1
3,113.98831899999999,22.541384,2016-07-03 00:00:42,0
4,113.807236,22.622566,2016-07-03 00:00:47,1
1,114.120567,22.542182999999998,2016-07-03 00:00:50,1
0,114.047348,22.537251,2016-07-03 00:00:49,1
0,114.046783,22.537167,2016-07-03 00:00:59,1
3,113.98831899999999,22.541384,2016-07-03 00:01:02,0
4,113.80825,22.620783,2016-07-03 00:01:02,1
1,114.12053700000001,22.542182999999998,2016-07-03 00:01:03,1
0,114.045502,22.537367,2016-07-03 00:01:09,1
2,114.054115,22.608383,2016-07-03 00:00:38,0
2,114.053917,22.608,2016-07-03 00:00:46,0
2,114.053848,22.607882999999998,2016-07-03 00:00:48,0
2,114.05356599999999,22.607401,2016-07-03 00:00:54,0
1,114.12051399999999,22.542168,2016-07-03 00:01:11,1
2,114.052986,22.606582999999997,2016-07-03 00:01:02,0
2,114.052986,22.606582999999997,2016-07-03 00:01:03,0
2,114.052315,22.605949,2016-07-03 00:01:15,0
4,113.809486,22.618816,2016-07-03 00:01:17,1
3,113.98831899999999,22.541384,2016-07-03 00:01:22,0
1,114.12033100000001,22.541817,2016-07-03 00:01:24,1
2,114.052299,22.605917,2016-07-03 00:01:29,0
0,114.04461699999999,22.539682,2016-07-03 00:01:29,1
4,113.810631,22.616682,2016-07-03 00:01:32,1
1,114.12001799999999,22.541283,2016-07-03 00:01:37,1
0,114.04450200000001,22.541149,2016-07-03 00:01:39,1
2,114.051231,22.6052,2016-07-03 00:01:42,0
3,113.98831899999999,22.541384,2016-07-03 00:01:42,0
1,114.11963700000001,22.540782999999998,2016-07-03 00:01:45,1
4,113.869583,22.620701,2016-07-03 00:08:17,1
0,114.00818600000001,22.5536,2016-07-03 00:08:19,1
2,114.040604,22.608432999999998,2016-07-03 00:08:21,0
1,114.11233500000002,22.536333,2016-07-03 00:08:24,0
3,113.990982,22.541567,2016-07-03 00:08:28,1
0,114.007301,22.554216,2016-07-03 00:08:29,1
4,113.87323,22.618532000000002,2016-07-03 00:08:32,1
2,114.040581,22.608418,2016-07-03 00:08:34,0
1,114.11235,22.536248999999998,2016-07-03 00:08:37,0
0,114.006569,22.554517999999998,2016-07-03 00:08:39,1
2,114.040718,22.608482000000002,2016-07-03 00:08:47,0
3,113.99181399999999,22.540466000000002,2016-07-03 00:08:48,1
1,114.11232,22.5361,2016-07-03 00:08:50,0
4,113.876549,22.615667000000002,2016-07-03 00:08:47,1
2,114.040749,22.609301000000002,2016-07-03 00:09:00,0
0,114.006332,22.554648999999998,2016-07-03 00:08:59,1
4,113.87925,22.612249,2016-07-03 00:09:02,1
1,114.11235,22.536034,2016-07-03 00:09:01,0
3,113.992249,22.53805,2016-07-03 00:09:08,1
0,114.006332,22.554648999999998,2016-07-03 00:09:09,1
2,114.040802,22.609582999999997,2016-07-03 00:09:13,0
1,114.11235,22.535982,2016-07-03 00:09:16,0
4,113.881615,22.608632999999998,2016-07-03 00:09:17,1
0,114.006332,22.554648999999998,2016-07-03 00:09:19,1
2,114.040871,22.6096,2016-07-03 00:09:21,0
3,113.99263,22.535116,2016-07-03 00:09:28,1
1,114.112366,22.535967000000003,2016-07-03 00:09:28,0
0,114.006332,22.554648999999998,2016-07-03 00:09:29,1
4,113.884171,22.6052,2016-07-03 00:09:32,1
2,114.040718,22.609667,2016-07-03 00:09:34,0
0,114.006432,22.555,2016-07-03 00:09:39,1
1,114.11235,22.535982,2016-07-03 00:09:42,0
2,114.04066499999999,22.6098,2016-07-03 00:09:47,0
4,113.887169,22.60235,2016-07-03 00:09:47,1
3,113.993118,22.532118,2016-07-03 00:09:48,1
1,114.11233500000002,22.535982,2016-07-03 00:09:50,0
2,114.04061899999999,22.609783,2016-07-03 00:10:00,0
4,113.89046499999999,22.599966000000002,2016-07-03 00:10:02,1
1,114.11233500000002,22.535982,2016-07-03 00:10:03,0
3,113.993233,22.530967999999998,2016-07-03 00:10:08,1
2,114.04055,22.609783,2016-07-03 00:10:13,0
1,114.112366,22.535982,2016-07-03 00:10:16,0
4,113.893852,22.597567,2016-07-03 00:10:17,1
1,114.112366,22.535982,2016-07-03 00:10:24,0
0,114.006432,22.555,2016-07-03 00:09:49,1
0,114.00663,22.555,2016-07-03 00:09:59,1
0,114.00648500000001,22.554768,2016-07-03 00:10:09,1
0,114.00610400000001,22.554683999999998,2016-07-03 00:10:19,1
2,114.04055,22.609833,2016-07-03 00:10:27,0
3,113.993652,22.528351,2016-07-03 00:10:28,1
0,114.005684,22.554683999999998,2016-07-03 00:10:29,1
4,113.897232,22.594867999999998,2016-07-03 00:10:32,1
1,114.112366,22.535999,2016-07-03 00:10:37,0
2,114.04055,22.610433999999998,2016-07-03 00:10:40,0
4,113.900352,22.591984,2016-07-03 00:10:47,1
